nulo,id_opr_cad_pos,id_mvt_cad_pos,dat_vct,qtd_pcl_vnc,qtd_pcl_pgr,vlr_tot_fat_tfm,vlr_min_fat_tfm,vlr_pcl_tfm,tip_mvt,prd
,,,,,,,,,,
,,,,,,,,,,
,ed78c2f2-fd2,64d85edf-8b3,15062019,,,,,2728.3476,ANT,M
,84706050-586,3e537b64-340,10042019,,,2195.7135,329.3049,,ANT,
,7b3bc686-d7f,930e64c5-777,17022019,,,3791.8644,56870.4600,,ANT,
,57a7735b-83e,79bac911-7a0,10022019,,,,,1284.6519,ANT,M
,c527b570-ce7,81c011a3-349,10102019,,,647.3508,540.4320,,ANT,
,f6e61168-416,9bd8c51f-0e7,15112018,,,,,4608.7257,ANT,M
,b5092b0b-ca7,313590cd-b8c,10032020,,,9760.1352,1598.7780,,ANT,
,24514130-848,66136c4f-971,16042019,,,2183.7873,37113.0000,,ANT,
,85eb1991-e68,dac462c2-e76,15072019,,,,,320.2977,ANT,M
,482e6524-895,bcec6d57-d6e,20102018,,,,,2696.9892,ANT,M
,48981645-9be,dc7b8875-5b1,10112018,,,,,1271.5581,ANT,M
,29ec14f1-444,dbd3d621-1a1,29122018,,,,,6220.6809,ANT,M
,eee02604-7e1,5360d12f-260,28092019,,,100.3302,8340.0000,,ANT,
,7bf07c21-e65,56e07d80-031,8052019,,,741.8013,160.8786,,ANT,
,6cbfbf80-58a,b21d4362-c0b,30092019,,,,,4269.9549,ANT,M
,346c0d87-780,7dbaac2c-a93,1052019,,,46972.2978,7045.7988,,ANT,
,1cc32441-c46,b5ec60b5-844,21112019,,,9439.3371,1415.8818,,ANT,
,a3e1dca7-1e5,48386e25-dfa,7122019,,,1986.8799,297.9882,,ANT,
,2a0d5a44-0af,1fb52615-480,13122018,,,,,2588.8611,ANT,M
,7fd6249b-4cf,e9599c09-f3d,12032019,,,,,6553.5303,ANT,M
,9cc8edc9-be0,543cd765-1b3,12072019,,,,,1398.9099,ANT,M
,a1eccdb9-47b,52a13a58-e7e,2062019,,,,,4929.2736,ANT,M
,95b53c60-28e,8c021f2b-8d8,28102019,,,509.4489,150.1200,,ANT,
,5395b4aa-8dd,c3ceb4e3-95a,2062019,,,,,4266.5772,ANT,M
,d6951ca7-868,08001682-319,29072019,,,324.4677,20016.0000,,ANT,
,4aee8187-a04,33d12aca-50c,20012019,,,,,2167.6494,ANT,M
,e38660e6-a32,f01f35b3-6ef,20022019,,,,,3196.8888,ANT,M
,86a1cac1-4c4,0b060e8e-dcd,5032019,,,1077.7782,29782.1400,,ANT,
,1ae5247d-f37,7a8d7371-3fd,16012020,,,1109.8038,16680.0000,,ANT,
,591883d2-ced,a09a2c04-7a2,10122019,,,2616.2163,133214.8200,,ANT,
,b6eb4f39-dd0,55b893af-90c,24112018,,,,,4275.9180,ANT,M
,46300008-fa0,9abc697f-ea4,21062019,,,,,7479.1452,ANT,M
,9c5003d5-934,450966be-71c,15092019,,,43.7850,4378.5000,,ANT,
,f411650a-03d,49d9952b-c95,5122019,,,10521.8274,1578.2199,,ANT,
,4c374f18-359,73a76365-eda,15052019,,,5433.6351,871.1547,,ANT,
,d3e9c03c-eb1,121d2008-e06,20092019,,,1582.8903,1410.5025,,ANT,
,a5b9ed8b-288,8408a97b-fe4,5102019,,,250.1583,83.4000,,ANT,
,2487a7a8-367,b9833d41-483,6012020,,,1519.1310,246.0300,,ANT,
,d23984f4-d64,c3946d49-c6a,1042020,,,137.1930,83.4000,,FUT,
,b0d666cf-638,eb47a8a3-4ca,8042019,,,4107.9504,19215.3600,,ANT,
,c83c0984-032,0200b2d8-b25,20052019,,,2822.5896,276275.0100,,ANT,
,54abce51-19b,d2dad802-2b5,6122019,,,9393.0084,147201.0000,,ANT,
,247a02a6-cb4,d7c3468b-e0a,10092019,,,62.5500,62.5500,,ANT,
,c133b4b5-7dc,1777d6c9-113,20062019,,,,,3284.7924,ANT,M
,54956f6a-05d,9f733e93-405,10072019,,,62.5500,6255.0000,,ANT,
,526d3614-e33,dee5df8f-141,10012019,,,,,3586.4919,ANT,M
,f1fcbc73-7a1,b32fb04f-882,20102019,,,725.1630,15124.5900,,ANT,
,4ad8e5f4-031,8efee87b-e57,10122018,,,,,1112.5143,ANT,M
,9bbdd132-bc9,d3a1ff6b-d55,10022020,,,69.8475,69.8475,,ANT,
,8efa4bcd-da9,cbaf5ade-eb1,20012019,,,,,2341.9971,ANT,M
,69e3fb45-b3f,753007a0-3d1,1022020,,,419.0016,41900.1600,,FUT,
,b60b8608-27a,9311b1f1-df9,15112019,22,22,,,2103.3480,FUT,M
,33d2cb04-913,884f9480-474,6042019,,,9698.2107,198629.6100,,ANT,
,6752562d-afd,dae14369-45b,11112019,,,509.5740,391.9800,,ANT,
,e884858a-464,139ff8c4-54a,28082019,,,28804.5252,7983.0063,,ANT,
,280de180-baf,547d6359-3b9,10042020,,,1408.0839,211.1271,,FUT,
,21f72e39-a05,19e1f18a-c99,12112019,,,,,5513.7408,ANT,M
,1e96921d-aff,e24c9a1e-7aa,26082019,,,2791.4397,483.7200,,ANT,
,0c6e224d-610,7dc1296e-852,5052019,,,,,1469.6748,ANT,M
,72480582-98d,01f8b467-701,10102019,,,,,2400.7941,ANT,M
,8aa45d53-a18,33336e10-9cf,10122019,62,62,,,2208.8073,FUT,M
,0096265f-e45,b53e3d09-07f,15102019,,,,,1576.8855,ANT,M
,2890a7b1-527,42a4adc5-d94,8012019,,,72.7248,7272.4800,,ANT,
,af84153f-fd3,da8564aa-698,9032019,,,,,3997.2786,ANT,M
,e141d025-44b,5bc1116a-d75,15122019,,,24352.4664,3652.8366,,ANT,
,5ae8c4e5-a96,4d1d4fbc-41c,18022020,,,3836.4834,626.0004,,ANT,
,ed9df8f8-e33,261317d5-7df,15122019,,,,,6983.5407,ANT,M
,91c7a92f-125,793345da-276,21112019,,,2387.4918,35862.0000,,ANT,
,cb0af8be-9e7,fb9fde11-76d,13042020,,,1359.0864,204.3300,,FUT,
,e282adbd-792,7e059256-0fd,15112018,,,,,1983.3354,ANT,M
,944176de-8d9,6c035b54-5a9,25122019,,,814.6512,20487.2100,,ANT,
,ca528dbd-3d6,558ee940-2f5,18072019,,,478.8411,124.5579,,ANT,
,19241d02-d07,77fac1b6-fec,22092019,,,,,4625.6559,ANT,M
,6e4a4d13-d41,fa6606a9-a4a,13062020,,,,,4578.7017,ANT,M
,2890a7b1-527,a56d6dd5-60f,8072019,,,72.4746,7247.4600,,ANT,
,303ffc02-d97,7a919f19-ef2,1032019,,,4290.0126,64347.2700,,ANT,
,fbbb3e9d-dee,9ae6f84c-7c4,1022020,,,241.3179,83.4000,,ANT,
,bf218682-94b,9c7d395b-578,20032019,,,,,2025.2439,ANT,M
,cbe13639-d1c,fd583fa8-990,15042019,,,1845.0165,35415.8100,,ANT,
,b6a03390-8d1,5cdfd858-28f,10112018,,,,,2510.3400,ANT,M
,a25f60ea-67a,99c67d12-bc5,6082019,,,,,3755.7939,ANT,M
,43bada7d-a2e,a76ecb76-ad0,10052019,,,2120.4867,318.0042,,ANT,
,65eaad4f-5ad,5a0fb1c9-bd9,12042019,,,7684.3509,2222.1513,,ANT,
,f8748b89-696,a745fab6-9b9,10122019,,,107.7111,8340.0000,,ANT,
,c8176e21-845,bc7fcc09-48c,13122019,,,660.2361,9899.5800,,ANT,
,60dbbc51-560,dc948fd6-d51,13052019,,,1617.2094,32943.0000,,ANT,
,25aaafd6-184,17dd007a-6cc,26092019,,,,,2370.6450,ANT,M
,78a1fb53-4c1,f671ccb0-190,10072019,,,349.8630,109.4208,,ANT,
,2fbc3351-777,e71b3258-05a,12022019,,,175.1817,8340.0000,,ANT,
,00fb7fb8-8b9,e02cd4d9-75c,5122019,,,7128.9903,135187.2300,,ANT,
,39081979-39b,997ce82b-bea,10122019,,,56.2950,56.2950,,ANT,
,79ebfd4c-228,3c4cc3b7-044,10062019,,,2299.1712,142017.6900,,ANT,
,36c75d0d-e9a,b87f2d57-85a,7052019,,,4198.8981,67971.0000,,ANT,
,c432a6c9-242,6225e38e-464,5062019,,,1932.1278,28981.5000,,ANT,
,7fcd2cc7-e6a,486c9d17-214,22052019,,,,,1487.6892,ANT,M
,9c8f11e1-92e,0cade54a-004,20022019,,,,,3881.5194,ANT,M
,93aa3d23-8e3,6f18997a-392,10082019,,,2587.0263,38797.6800,,ANT,
,1d45f061-26c,961e7997-f84,29072019,,,813.8172,33360.0000,,ANT,
,ed0a09a6-e4b,2deadad9-6bf,5112019,,,95.4096,95.4096,,ANT,
,7805d8ff-e11,e811eb5f-a59,10082019,,,,,634.6740,ANT,M
,040b47c1-e96,30ebb8d4-53c,15082019,,,,,1620.3786,ANT,M
,2bc02d41-36d,15b0ee88-2a0,16042019,,,2062.6488,363.5406,,ANT,
,02b0779e-a71,2bbfe6e7-588,5032019,,,,,2530.8564,ANT,M
,676f4a12-daf,231e702e-b31,8122019,,,62.5500,6255.0000,,ANT,
,daf15b25-511,ff8e894f-604,20072019,,,996.6717,215.9643,,ANT,
,e7a0c120-527,6da4a7c2-500,20082019,,,109436.6460,16415.4552,,ANT,
,41e0b3a5-1d5,9b74e36e-f8b,20112019,,,143.1978,83.4000,,ANT,
,e6965bba-e4a,0858b2f6-4ba,10052019,,,,,6648.8565,ANT,M
,413cba4f-a33,4552f03f-0a9,1032020,,,62.5500,62.5500,,ANT,
,0e48bf72-42d,392850c9-d46,5042020,,,6460.3308,969.0246,,ANT,
,25aaafd6-184,e69219e3-403,26012019,,,,,2370.6450,ANT,M
,b581d92f-ec1,174b1142-470,15062019,,,2564.4666,110684.3100,,ANT,
,69d9db4b-dac,0bcc772d-b2a,15012019,,,,,1237.4475,ANT,M
,64916b5a-39b,a570edaa-07f,5102018,,,,,3661.2183,ANT,M
,15a6700a-f60,37d7cf66-4bf,10042019,,,2227.1136,395.4411,,ANT,
,dfad8f5f-dce,d66808a7-3f9,28102019,,,116.3430,11634.3000,,ANT,
,5e8995ff-990,c848871c-56f,8082019,,,1686.8067,86727.6600,,ANT,
,06acac6c-1a1,0f9efd07-034,20102019,,,,,1257.9222,ANT,M
,771a365c-79c,38eab722-d3e,8052019,,,67.0536,67.0536,,ANT,
,a3e1dca7-1e5,1ae69794-7a2,7062019,,,3828.9357,574.2924,,ANT,
,d89866a3-cf6,3337c8eb-756,18032019,,,3388.3752,62133.0000,,ANT,
,286996ab-88c,8ca86062-85f,13122019,,,2584.1490,52721.3100,,ANT,
,ed0a09a6-e4b,c8466122-5a4,5092019,,,86.5692,8656.9200,,ANT,
,30bc1758-e2a,42501ab0-59c,1022020,,,1309.1715,196.3653,,ANT,
,a62ed56f-a58,3a9693d4-2d0,15112019,,,2597.7432,49906.5600,,ANT,
,9c8f11e1-92e,1acb1f40-143,20102018,,,,,3881.5194,ANT,M
,237f9c55-5e8,59aa539a-ec3,8122019,,,4340.0109,65097.8700,,ANT,
,82268596-16e,df138ef9-1e0,10112018,,,,,3877.0575,ANT,M
,182fe93e-c62,093b5aa8-32d,13012020,,,1004.3028,50557.0800,,ANT,
,30750d36-1f7,77cbeed7-203,17092019,,,,,1825.4175,ANT,M
,7f423d47-6e8,49b8a1bf-a97,25122019,,,56.2950,5629.5000,,ANT,
,c0d69ba0-d9d,4279c39e-892,20032019,,,,,1869.6612,ANT,M
,c69841f2-b55,66219c3f-8d2,5082019,,,2742.9009,467.0400,,ANT,
,eab1562d-812,16dd3573-b6d,4042019,,,,,5905.3038,ANT,M
,866339e9-d0c,0144c9b6-22b,10022020,,,97.5780,83.4000,,ANT,
,b7367223-d37,01651db5-3f1,15062019,,,11111.6322,1666.7073,,ANT,
,9bfebf79-3b1,c14a3796-04b,10032020,,,2047.2198,442.4787,,ANT,
,f469959f-c97,263e76fb-695,20052019,,,13656.7917,204842.9100,,ANT,
,fb48ed4e-60f,b52e18f2-600,1042020,,,6127.4397,2338.4526,,ANT,
,5e296833-479,2ae44ab5-29d,15062019,,,,,2447.7066,ANT,M
,d58d793d-6da,fe4f060a-847,25122018,,,,,1634.9319,ANT,M
,4f8cdac4-003,097ddf6a-f9f,16102019,,,588.1368,15429.0000,,ANT,
,b75f028b-bc1,1417ebe8-314,15022019,,,1276.6455,23960.8200,,ANT,
,ff7d6529-812,9e49e022-86b,13012020,,,395.3160,6255.0000,,ANT,
,f40d733c-267,dd8abad8-271,10072019,,,90.3222,83.4000,,ANT,
,8c24df03-c3e,7202470c-b61,20112018,,,,,1715.1210,ANT,M
,7b1a4c8e-d2f,7d84e01b-0a4,,0,0,,,,FUT,M
,8f9d0bd0-df4,9863a4aa-eb7,22052019,,,,,2867.4588,ANT,M
,85e87cc8-08f,540ad2aa-35a,20072019,,,92.7408,92.7408,,ANT,
,018b4778-b1d,e7d7482d-85c,15112019,,,2431.2768,364.6665,,ANT,
,f669c660-e75,ba30dded-6e1,10072019,,,1873.2057,31329.2100,,ANT,
,ecffc017-7de,735c0f09-011,10012020,,,43.7850,43.7850,,ANT,
,a0d60ed3-71d,47ffd28e-453,22042019,,,3352.5549,57546.0000,,ANT,
,e141d025-44b,c8dcb306-7f1,15012019,,,18199.0059,272976.5400,,ANT,
,46c5ad70-a43,e7baaf7e-b5f,26122019,,,8768.5509,1380.2700,,ANT,
,ad5598e2-311,a0e69587-d37,6122018,,,,,3113.6973,ANT,M
,0bb8f548-ace,6a9b5ea8-8f5,21022020,,,9927.0186,1551.2400,,ANT,
,d68eb010-35e,d1636e19-b89,2082019,,,896.8002,896.8002,,ANT,
,6b5e166f-02c,4f4d94a5-5ed,20042019,,,5675.4951,85130.5500,,ANT,
,4a9d8813-523,adabcdf5-898,19122019,40,40,,,3120.0774,FUT,M
,6469d2c0-5f1,1ccb2ed4-35a,17032020,,,2048.1789,307.2039,,ANT,
,2fd9313d-d1f,94c6ba21-d3e,10052019,,,8918.0871,1337.6526,,ANT,
,04a7cf6f-070,18d5184b-6b9,20052019,,,,,7970.5380,ANT,M
,d6cb9c5a-3ed,60b9b4bb-1de,15022019,,,,,3227.9553,ANT,M
,ef4989cc-219,cbac5afa-16e,29122018,,,,,3694.6200,ANT,M
,5f28237e-430,8c1f6a7d-eac,10122018,,,,,2079.2871,ANT,M
,ecd8a3bb-5b9,555ea749-1f2,7052019,,,1626.5919,30441.0000,,ANT,
,31ebedf3-2ab,2750d5e0-231,5112019,,,62.5500,6255.0000,,ANT,
,a62ed56f-a58,05d1c833-624,15042020,,,1128.5688,277.3050,,FUT,
,209268a9-0be,fc97daf1-029,13122019,,,1506.2457,27868.1100,,ANT,
,c88d99aa-70e,5ef9c302-d87,5052019,,,309.8310,69.4722,,ANT,
,75dd72b6-8ab,13efe85e-0b7,10022020,,,1176.3987,25854.0000,,ANT,
,bb249927-6eb,91d3cfa2-0a8,2072019,,,,,5362.5366,ANT,M
,56807433-04f,5eb960c8-151,13012020,,,3253.2672,1763.9100,,ANT,
,cfa15e9f-94e,0be66460-ef5,5122019,,,1361.5467,204.2049,,ANT,
,8f524ee8-709,2ea769b0-a97,18062019,,,,,4479.0804,ANT,M
,a245043e-cc3,3fdb52ae-4b2,12082019,,,10835.9535,1722.2100,,ANT,
,acb624dc-12e,e7d886c2-65b,25092019,,,1013.3517,19448.8800,,ANT,
,b910109c-3db,92f8e63b-686,5022020,,,4690.0407,703.4373,,ANT,
,219f8e3a-1e3,a703a22b-6a2,6092019,,,1089.9963,25103.4000,,ANT,
,3a7c6b5b-281,d0e13f98-c37,5042020,,,62.5500,62.5500,,ANT,
,b16ff492-15d,9e2fced8-489,8042019,,,1604.1573,252.0348,,ANT,
,c546c4d2-c5d,f1dcfabf-4a6,10042019,,,1072.0653,253.4109,,ANT,
,531082cf-bd4,9a02be87-0bf,13072019,,,62.5500,6255.0000,,ANT,
,6752562d-afd,6e1e016a-64d,11022019,,,1093.4574,22101.0000,,ANT,
,46c5ad70-a43,be350e56-730,25102019,,,4491.5487,73809.0000,,ANT,
,b2fdd69e-b26,ea897555-4a7,11032019,,,,,2986.6374,ANT,M
,d9849ada-931,0972bd76-823,12082019,,,3400.7184,141363.0000,,ANT,
,84f4db3d-856,81d9ece4-063,10032020,,,1283.2758,217.0068,,ANT,
,6a1106ea-aa9,80806604-eda,10042019,,,,,2555.1258,ANT,M
,8f4954f0-0c1,097d3f8d-486,7122019,,,1003.5522,18998.5200,,ANT,
,e6a5bef7-47c,95270c6d-aa5,5042019,,,54.0015,54.0015,,ANT,
,6b56cb0e-d86,ea714245-fd9,20102019,,,,,1547.8623,ANT,M
,38c8acaf-01d,f567f6b3-60c,5032020,,,265.5039,62.5500,,ANT,
,daf15b25-511,7a1d543b-e5c,20122019,,,1136.4501,23005.8900,,ANT,
,b776ec28-9e1,8703fbb6-ae9,18022019,,,,,4687.7889,ANT,M
,682759ea-077,c80c9ff7-697,13092019,,,372.8397,137.6100,,ANT,
,79ea0b65-fc8,31922c9c-f2f,10072019,,,152.2050,15220.5000,,ANT,
,6e4ecbc5-b9e,bb8f2457-ff9,18052019,,,,,1469.3412,ANT,M
,2fbc3351-777,58bf41bc-de1,12102019,,,679.2096,118.5114,,ANT,
,47e51a03-335,dee4be89-dd4,15062019,,,7921.2069,1223.8116,,ANT,
,3da947ea-355,a1693654-aff,28122019,2,2,,,3025.5852,FUT,M
,ea967471-474,089853b1-55a,20102020,,,,,2329.9458,ANT,M
,7e877133-fa3,cffab616-4ed,25072019,,,391.9800,62.5500,,ANT,
,ce555ddb-93a,5ff2f7d5-7b7,12112019,,,,,5787.9183,ANT,M
,092cd3e4-aa3,3c1337f4-3ac,10012020,,,1023.9852,102398.5200,,ANT,
,5d894bb5-55a,763e5ed7-fd0,10012019,,,,,1352.0808,ANT,M
,8f4954f0-0c1,9e1a5cd1-d3a,7052019,,,1095.7926,18948.4800,,ANT,
,303ffc02-d97,d121748c-d6e,1052019,,,640.0950,9599.3400,,ANT,
,626b72a2-8f7,12fad141-8d2,15012020,,,29.1483,2914.8300,,ANT,
,cdfc8af1-eb7,35abcc6e-6dc,10052019,,,175.8072,8340.0000,,ANT,
,46c5ad70-a43,64908931-5e9,26082019,,,6172.1838,984.1200,,ANT,
,1f12cd1f-472,6af444e7-a10,10022020,,,72.9750,72.9750,,ANT,
,73d0c78a-885,9f57a35e-252,26082019,,,1150.1694,37947.0000,,ANT,
,0a38adb6-566,962516c5-bbb,25072019,,,1895.5986,87987.0000,,ANT,
,57dc6300-ed7,c001856e-a17,20102018,,,,,2841.0210,ANT,M
,2fbc3351-777,589ac056-cc9,12012020,,,891.0039,156.2082,,ANT,
,d9aa4606-078,83f0500a-093,15072019,,,600.0213,91.7400,,ANT,
,a493650b-a70,072410fe-04c,2122018,,,,,4862.7621,ANT,M
,d612c050-1a4,41a9181d-89f,19012019,,,,,3277.3698,ANT,M
,9ce72a0a-70c,b4dc5376-d29,10062019,,,2066.8188,309.9978,,ANT,
,01116850-26b,1338393e-c8d,18122018,,,,,3995.7357,ANT,M
,1fa8839e-739,5532c5fa-5ab,6122019,8,8,,,3838.9854,FUT,M
,89c640c0-407,07e6fc3d-edf,5112019,,,,,958.8081,ANT,M
,072094bb-c2c,a78bc380-5e0,17092019,,,,,1741.4337,ANT,M
,85511c64-4ee,46e1aba9-22a,25042019,,,1692.9783,392.3553,,ANT,
,33c35d0d-26c,6c4e5c92-279,8072019,,,3830.0616,61736.8500,,ANT,
,013d1980-a33,a2dbea25-132,10112019,,,13134.4575,197007.4800,,ANT,
,f69de942-175,26e0b47e-c29,5022019,,,,,9647.2950,ANT,M
,b3403c69-025,91123b89-8f4,14112019,,,283.3932,28339.3200,,ANT,
,a245043e-cc3,8a2c52e7-c0b,12082019,,,10835.9535,1722.2100,,ANT,
,3541a14c-2a9,98343831-a81,10092019,,,135.6501,83.4000,,ANT,
,7cfda029-2fc,bc90526c-547,10032019,,,,,3425.3631,ANT,M
,2a508e81-415,da5b51d1-896,10122018,,,,,3528.6957,ANT,M
,2ce6d4e0-ebe,1cf4b87e-839,25072019,,,41.6583,41.6583,,ANT,
,ec70af83-a66,fa289f94-d59,15042019,,,1659.5766,290.4822,,ANT,
,e83d12b3-8d4,d1e0656b-36e,15042019,,,10217.5008,2380.4028,,ANT,
,e96287a2-be8,e5688452-485,16122019,,,1978.5399,35445.0000,,ANT,
,8c786b25-7b7,00066f0d-4df,2012020,,,525.5451,79.2300,,ANT,
,e6a5bef7-47c,3c4b26b4-c0e,5062019,,,62.5917,6259.1700,,ANT,
,24b96a6d-21e,4cf23c8e-49b,10022020,,,333.6417,333.6417,,ANT,
,17f6c032-520,1383b381-210,8022019,,,,,3247.4709,ANT,M
,05321472-0d3,b2b95156-4ec,15022020,,,2716.7967,562.8666,,ANT,
,f3689b02-c34,08497c7b-ced,1052019,,,150.7455,83.4000,,ANT,
,3f472533-4ac,497685fc-c04,10042019,,,2840.8542,426.0489,,ANT,
,adb2629a-35e,7f6305f3-609,10042019,,,1703.0697,25541.2500,,ANT,
,0c1621ba-813,6ccb16cc-383,10072019,,,12303.8352,1845.5169,,ANT,
,a12ff3e9-4bb,4d29a2c2-145,16072019,,,730.1670,166.8000,,ANT,
,764a7c79-aeb,533281c8-ea0,10092019,,,192.9459,8340.0000,,ANT,
,36137f2a-41d,6a9c640a-927,13012020,,,124.5996,74.5596,,ANT,
,ec9e3438-57e,09b78538-804,27072019,,,,,4269.6630,ANT,M
,72a886eb-e5e,3bdde737-c99,20032019,,,,,3145.7646,ANT,M
,895848ff-ea1,799eba09-f05,29042019,,,,,5928.4056,ANT,M
,721cbb43-f15,65b161f0-1b4,15092019,,,1634.0562,24507.0900,,ANT,
,013d1980-a33,ca7aa7f0-d15,10112019,,,13134.4575,1970.0748,,ANT,
,682759ea-077,3141d49e-d5c,13122019,,,527.7552,13344.0000,,ANT,
,0bb8f548-ace,437958eb-0a3,21052019,,,21708.3528,331515.0000,,ANT,
,b48e2e9c-26a,afada377-891,10122019,82,83,,,1976.7885,FUT,M
,c2004636-7b6,e2f697f7-721,16112018,,,,,5581.9203,ANT,M
,8418b802-f07,be9a4f75-251,8072019,,,2246.2956,25.0200,,ANT,
,b612a134-abf,0d954a16-65e,10112018,,,,,3654.8382,ANT,M
,4451623a-7d6,ca9669cd-685,10042019,,,2670.6348,400.5285,,ANT,
,07e2b0b1-e17,ae4f8bff-0db,5032019,,,23073.8610,346101.6600,,ANT,
,1f12cd1f-472,e7fd9d0a-029,10012020,,,72.9750,72.9750,,ANT,
,7f423d47-6e8,26ab01a9-66d,25092019,,,52.1250,5212.5000,,ANT,
,6e4ecbc5-b9e,83c90f73-965,18022019,,,,,1469.3412,ANT,M
,9bd3da0e-bea,b141cf1c-92a,10012019,,,29.1483,2914.8300,,ANT,
,d93366aa-5cb,b2139e69-e26,25092020,,,,,5266.6683,ANT,M
,861adba3-870,fcbe3482-b8b,10102019,,,2726.4294,42271.2900,,ANT,
,ea626455-ec2,acef1f41-394,13112019,,,,,799.0137,ANT,M
,11259c2f-0a7,0e5a0c75-c84,19072019,,,,,3291.4227,ANT,M
,9fed63e6-42f,f38fbb50-147,6042020,,,2096.5509,408.7434,,ANT,
,854535e5-69b,6116806a-8a9,13122018,,,,,4565.2743,ANT,M
,bec3d28f-1c4,c3e26a03-c13,20012019,,,,,2424.6048,ANT,M
,9e17426c-fb9,9c7638b8-668,8042019,,,881.3712,133.4400,,ANT,
,c9c28854-4ab,527ade60-85d,27032019,,,,,5279.0949,ANT,M
,d9a6344e-3c7,659398e0-042,20062019,,,,,4497.0531,ANT,M
,47118993-245,7dfc0ae5-737,18072019,,,,,4852.6290,ANT,M
,4b4635b6-d45,ad83d901-60b,10042019,,,7574.2212,113607.4800,,ANT,
,afb9ca60-147,af1c7faf-364,25092019,,,,,3056.5683,ANT,M
,3d140161-2e5,a7de56a3-0fc,10112019,,,,,5154.9957,ANT,M
,0df93eb4-ca6,ec76437b-4b5,20102018,,,,,3189.5079,ANT,M
,b75f028b-bc1,d7675b42-032,15052019,,,1364.0487,261.7509,,ANT,
,e834838d-ab8,8db93a8e-776,22032019,,,,,2940.6423,ANT,M
,095d86c7-b07,7e8d7612-501,11102019,,,,,6040.4118,ANT,M
,39081979-39b,cac3b3c0-303,10092019,,,56.2950,56.2950,,ANT,
,c8541eb9-2ac,151fbc43-668,23022019,,,,,3830.9373,ANT,M
,9cb4f148-de2,1bd0c9e4-4ce,13082019,,,1108.1775,642.3885,,ANT,
,8dfc06eb-77c,52c1c49c-105,10022020,,,11079.5232,1661.8701,,ANT,
,82d5029c-834,98b7caf7-a8c,4122018,,,,,4081.7211,ANT,M
,a0d60ed3-71d,b4567024-eeb,8012020,,,1884.3813,188438.1300,,ANT,
,5536ca9b-663,915c0553-e9a,25022019,,,1000.0077,65206.2900,,ANT,
,6f8ac685-f4d,aa77c5b5-766,24122019,,,1663.7466,30232.5000,,ANT,
,fc04149e-76b,9a1e9637-0bb,27032019,,,,,2177.1987,ANT,M
,b86171ed-726,e2ca1ffe-c96,10052019,,,,,3524.3589,ANT,M
,de403d16-aba,cdf61a26-b8a,9122019,,,1441.9443,54627.0000,,ANT,
,5f30f477-581,7ab44c91-d13,30092019,,,,,6569.4597,ANT,M
,c07b2afe-11f,93d7a3be-d07,30122019,,,178.8513,33.3600,,ANT,
,8c7abbee-399,1c4d5916-e2e,10062019,,,2711.0421,40657.5000,,ANT,
,360edd25-7c6,632dfe4e-d2b,25052019,,,2516.1363,377.3850,,ANT,
,2f15a253-24f,e3f4b072-266,22112019,82,82,,,2761.2906,FUT,M
,9ce72a0a-70c,e601bfab-29b,10072019,,,2905.7811,435.8067,,ANT,
,44c4d39d-157,610ccbd7-a9e,7032019,,,,,15861.2205,ANT,M
,03a8673c-3be,d2f7f8a6-93f,10122019,,,992.0013,148.7439,,ANT,
,2100896c-f3c,0fe6078c-329,8102019,,,,,6264.0906,ANT,M
,3356acdb-50a,0aa863da-eac,16012019,,,,,3091.7214,ANT,M
,27517750-66e,5132ebc2-9ae,5022020,,,5880.5340,882.0384,,ANT,
,e83d12b3-8d4,b46e9201-3aa,15122019,,,11931.6627,4192.4763,,ANT,
,8dee3cb1-156,cdbb940a-cde,29122020,,,,,3075.2082,ANT,M
,903d6d85-587,13bb3ae0-82a,12112019,,,,,2676.6396,ANT,M
,185762aa-642,ca1a2c1d-610,17082019,,,,,5462.8251,ANT,M
,dfad8f5f-dce,d84bbd36-65b,28012020,,,177.1416,129.2700,,ANT,
,b03ac234-3bb,949f4629-b15,6022020,,,5333.8887,3021.2067,,ANT,
,8ec18f8e-464,b3e05ebe-548,7102020,,,,,8275.2399,ANT,M
,e96287a2-be8,f1d929b1-d5c,16072019,,,524.2941,504.5700,,ANT,
,e1ff95ec-e5a,528817e4-089,16012020,,,1401.4119,27522.0000,,ANT,
,013d1980-a33,11022bfc-9fb,10092019,,,7440.5310,1116.0171,,ANT,
,cd3ce5eb-59e,87c0f392-95f,26102020,,,,,3291.6729,ANT,M
,c3cc2bd4-ae2,7c09f2cb-d25,27052019,,,,,2068.9038,ANT,M
,4c319c0f-2af,ca672a82-cf4,11102019,,,6242.4066,1048.0461,,ANT,
,ef229081-909,8275d1b0-a72,1112019,,,62.5500,6255.0000,,ANT,
,0dcdb75d-f3b,0b71391f-26d,5042019,,,133.3149,8340.0000,,ANT,
,34409426-3eb,838664d4-913,20092019,,,,,2123.4474,ANT,M
,a81328c1-487,97d80a73-a29,22052019,,,,,4788.4110,ANT,M
,b581d92f-ec1,8d7bc650-d38,15032020,,,1072.3989,206.9154,,ANT,
,879cfe55-f7a,25a5d572-d79,10052019,,,123.0150,8340.0000,,ANT,
,55fe1cb6-36b,8e4446da-682,1072019,,,366.1677,30636.9900,,ANT,
,77b560a2-ec7,03da6dd4-d9a,25032020,,,7446.6609,1116.9762,,ANT,
